,play_id,game_id,play_num,team_id_for,team_id_against,event,secondaryType,x,y,period,periodType,periodTime,periodTimeRemaining,dateTime,goals_away,goals_home,description,st_x,st_y,rink_side,player_id,firstName,lastName,primaryPosition,birthDate
9206,2014020657_149,2014020657,149,15.0,18.0,Goal,Slap Shot,80.0,31.0,2,REGULAR,226,974,2015-01-17 02:12:10,1,2,"Alex Ovechkin (23) Slap Shot, assists: Karl Alzner (7), Nicklas Backstrom (30)",80.0,31.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9207,2014020657_165,2014020657,165,15.0,18.0,Goal,Slap Shot,57.0,29.0,2,REGULAR,378,822,2015-01-17 02:17:02,2,2,"Alex Ovechkin (24) Slap Shot, assists: Mike Green (20), Troy Brouwer (11)",57.0,29.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9208,2014020936_8,2014020936,8,15.0,10.0,Goal,Snap Shot,-69.0,-1.0,1,REGULAR,33,1167,2015-03-02 00:11:04,0,1,"Alex Ovechkin (40) Snap Shot, assists: Nicklas Backstrom (47), Karl Alzner (14)",69.0,1.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9209,2014020936_172,2014020936,172,15.0,10.0,Goal,Backhand,76.0,3.0,2,REGULAR,330,870,2015-03-02 01:15:34,0,2,"Alex Ovechkin (41) Backhand, assists: Brooks Orpik (15), John Carlson (34)",76.0,3.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9210,2014020531_382,2014020531,382,15.0,2.0,Goal,Wrist Shot,60.0,10.0,3,REGULAR,1039,161,2014-12-30 02:27:58,3,3,"Alex Ovechkin (17) Wrist Shot, assists: Nicklas Backstrom (26)",-60.0,-10.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9211,2014020457_342,2014020457,342,15.0,13.0,Goal,Snap Shot,79.0,-2.0,5,SHOOTOUT,0,300,2014-12-17 03:10:16,1,1,Alex Ovechkin - Snap Shot,79.0,-2.0,,8471214,Alex,Ovechkin,LW,1985-09-17
9212,2014020974_142,2014020974,142,15.0,7.0,Goal,Wrist Shot,61.0,27.0,2,REGULAR,571,629,2015-03-08 01:14:20,1,3,"Alex Ovechkin (44) Wrist Shot, assists: John Carlson (36), Nicklas Backstrom (50)",61.0,27.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9213,2017020325_105,2017020325,105,15.0,9.0,Goal,Wrist Shot,-71.0,-2.0,1,REGULAR,1195,5,2017-11-23 00:47:14,0,2,"Alex Ovechkin (14) Wrist Shot, assists: Alex Chiasson (2), Nicklas Backstrom (13)",71.0,2.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9214,2017020921_252,2017020921,252,15.0,14.0,Goal,Snap Shot,-67.0,-20.0,3,REGULAR,662,538,2018-02-21 02:16:30,3,2,"Alex Ovechkin (36) Snap Shot, assists: Matt Niskanen (15)",67.0,20.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9215,2015020070_296,2015020070,296,15.0,12.0,Goal,Wrist Shot,-67.0,1.0,3,REGULAR,971,229,2015-10-18 01:26:36,1,4,"Alex Ovechkin (3) Wrist Shot, assists: none",67.0,-1.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9216,2017020885_116,2017020885,116,15.0,30.0,Goal,Wrist Shot,-58.0,19.0,2,REGULAR,351,849,2018-02-16 02:13:44,2,0,"Alex Ovechkin (34) Wrist Shot, assists: Andre Burakovsky (8)",58.0,-19.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9217,2016020039_92,2016020039,92,15.0,21.0,Goal,Slap Shot,-73.0,-25.0,1,REGULAR,944,256,2016-10-18 23:44:10,0,1,"Alex Ovechkin (1) Slap Shot, assists: Dmitry Orlov (1), Marcus Johansson (2)",73.0,25.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9218,2017020412_142,2017020412,142,15.0,28.0,Goal,Backhand,76.0,6.0,2,REGULAR,431,769,2017-12-05 01:10:58,0,2,"Alex Ovechkin (20) Backhand, assists: none",76.0,6.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9219,2016020729_27,2016020729,27,15.0,1.0,Goal,Backhand,-80.0,-3.0,1,REGULAR,374,826,2017-01-27 00:15:33,1,0,"Alex Ovechkin (23) Backhand, assists: none",80.0,3.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9220,2017021112_180,2017021112,180,15.0,4.0,Goal,Tip-In,-81.0,-3.0,2,REGULAR,908,292,2018-03-18 22:27:37,1,1,"Alex Ovechkin (43) Tip-In, assists: Travis Boyd (1), John Carlson (45)",81.0,3.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9221,2016020755_181,2016020755,181,15.0,6.0,Goal,Snap Shot,56.0,17.0,2,REGULAR,1185,15,2017-02-02 02:40:15,2,3,"Alex Ovechkin (25) Snap Shot, assists: Matt Niskanen (24), Nicklas Backstrom (37)",56.0,17.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9222,2017020047_277,2017020047,277,15.0,5.0,Goal,Wrist Shot,-75.0,7.0,3,REGULAR,771,429,2017-10-12 01:55:44,3,2,"Alex Ovechkin (8) Wrist Shot, assists: Christian Djoos (1), Nicklas Backstrom (5)",75.0,-7.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9223,2015020761_274,2015020761,274,15.0,2.0,Goal,Slap Shot,-57.0,-1.0,3,REGULAR,1040,160,2016-02-05 02:57:30,2,3,"Alex Ovechkin (29) Slap Shot, assists: Nicklas Backstrom (31), T.J. Oshie (16)",57.0,1.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9224,2017020788_111,2017020788,111,15.0,5.0,Goal,Wrist Shot,-80.0,3.0,1,REGULAR,1090,110,2018-02-03 00:40:50,1,2,"Alex Ovechkin (31) Wrist Shot, assists: Christian Djoos (8)",80.0,-3.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9225,2017020788_244,2017020788,244,15.0,5.0,Goal,Snap Shot,-79.0,-19.0,3,REGULAR,110,1090,2018-02-03 02:03:37,4,4,"Alex Ovechkin (32) Snap Shot, assists: Evgeny Kuznetsov (34), Dmitry Orlov (11)",79.0,19.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9226,2015020552_231,2015020552,231,15.0,7.0,Goal,Backhand,-86.0,-7.0,3,REGULAR,84,1116,2015-12-31 02:04:13,2,2,"Alex Ovechkin (19) Backhand, assists: Evgeny Kuznetsov (21), T.J. Oshie (11)",86.0,7.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9227,2015020552_325,2015020552,325,15.0,7.0,Goal,Wrist Shot,-79.0,1.0,3,REGULAR,1127,73,2015-12-31 02:42:45,2,5,"Alex Ovechkin (20) Wrist Shot, assists: none",79.0,-1.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9228,2015021165_159,2015021165,159,15.0,21.0,Goal,Snap Shot,-87.0,-5.0,2,REGULAR,777,423,2016-04-02 02:24:36,2,0,"Alex Ovechkin (45) Snap Shot, assists: Marcus Johansson (26), Evgeny Kuznetsov (55)",87.0,5.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9229,2017020348_62,2017020348,62,15.0,10.0,Goal,Snap Shot,58.0,-8.0,1,REGULAR,763,437,2017-11-26 00:36:22,1,0,"Alex Ovechkin (16) Snap Shot, assists: Nicklas Backstrom (15)",58.0,-8.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9230,2017020348_96,2017020348,96,15.0,10.0,Goal,Slap Shot,52.0,1.0,1,REGULAR,1153,47,2017-11-26 00:48:39,2,0,"Alex Ovechkin (17) Slap Shot, assists: T.J. Oshie (10)",52.0,1.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9231,2017020348_324,2017020348,324,15.0,10.0,Goal,Backhand,80.0,-3.0,3,REGULAR,1191,9,2017-11-26 02:40:36,4,2,"Alex Ovechkin (18) Backhand, assists: T.J. Oshie (12), Nicklas Backstrom (16)",80.0,-3.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9232,2015021041_287,2015021041,287,15.0,12.0,Goal,Wrist Shot,71.0,-9.0,4,OVERTIME,98,202,2016-03-16 01:27:18,1,2,"Alex Ovechkin (42) Wrist Shot, assists: Evgeny Kuznetsov (50)",71.0,-9.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9233,2017020022_5,2017020022,5,15.0,8.0,Goal,Slap Shot,-51.0,-16.0,1,REGULAR,20,1180,2017-10-07 23:17:37,0,1,"Alex Ovechkin (4) Slap Shot, assists: Jakub Vrana (3), Evgeny Kuznetsov (4)",51.0,16.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9234,2017020022_21,2017020022,21,15.0,8.0,Goal,Wrist Shot,-77.0,-20.0,1,REGULAR,171,1029,2017-10-07 23:22:10,0,3,"Alex Ovechkin (5) Wrist Shot, assists: Evgeny Kuznetsov (5), Nicklas Backstrom (2)",77.0,20.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9235,2017020022_85,2017020022,85,15.0,8.0,Goal,Tip-In,-74.0,-6.0,1,REGULAR,1090,110,2017-10-07 23:48:52,0,4,"Alex Ovechkin (6) Tip-In, assists: Evgeny Kuznetsov (6), Aaron Ness (1)",74.0,6.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9236,2017020022_203,2017020022,203,15.0,8.0,Goal,Backhand,85.0,6.0,2,REGULAR,1006,194,2017-10-08 00:50:17,1,5,"Alex Ovechkin (7) Backhand, assists: Evgeny Kuznetsov (7), John Carlson (1)",85.0,6.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9237,2017020667_119,2017020667,119,15.0,12.0,Goal,Slap Shot,-59.0,-22.0,2,REGULAR,28,1172,2018-01-13 01:36:43,2,1,"Alex Ovechkin (28) Slap Shot, assists: John Carlson (30), Evgeny Kuznetsov (28)",59.0,22.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9238,2017020502_328,2017020502,328,15.0,24.0,Goal,Slap Shot,67.0,-27.0,4,OVERTIME,118,182,2017-12-17 03:31:19,2,3,"Alex Ovechkin (23) Slap Shot, assists: John Carlson (22)",67.0,-27.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9239,2015020858_120,2015020858,120,15.0,2.0,Goal,Wrist Shot,-77.0,12.0,2,REGULAR,85,1115,2016-02-19 01:05:57,1,1,"Alex Ovechkin (36) Wrist Shot, assists: Evgeny Kuznetsov (42), Justin Williams (22)",-77.0,12.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9240,2015020858_130,2015020858,130,15.0,2.0,Goal,Snap Shot,-59.0,-15.0,2,REGULAR,172,1028,2016-02-19 01:09:43,2,1,"Alex Ovechkin (37) Snap Shot, assists: Nicklas Backstrom (37), T.J. Oshie (18)",-59.0,-15.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9241,2016021025_180,2016021025,180,15.0,30.0,Goal,Wrist Shot,66.0,20.0,2,REGULAR,892,308,2017-03-15 00:31:29,0,2,"Alex Ovechkin (28) Wrist Shot, assists: John Carlson (27), Nicklas Backstrom (49)",66.0,20.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9242,2017020852_25,2017020852,25,15.0,17.0,Goal,Slap Shot,-61.0,-27.0,1,REGULAR,260,940,2018-02-11 20:13:53,0,1,"Alex Ovechkin (33) Slap Shot, assists: John Carlson (34), Evgeny Kuznetsov (38)",61.0,27.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9243,2015020478_185,2015020478,185,15.0,14.0,Goal,Snap Shot,71.0,18.0,2,REGULAR,829,371,2015-12-19 01:28:16,3,1,"Alex Ovechkin (15) Snap Shot, assists: T.J. Oshie (8), John Carlson (19)",71.0,18.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9244,2015020478_260,2015020478,260,15.0,14.0,Goal,Wrist Shot,-77.0,1.0,3,REGULAR,602,598,2015-12-19 02:12:14,3,3,"Alex Ovechkin (16) Wrist Shot, assists: Jason Chimera (9), Justin Williams (12)",77.0,-1.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9245,2016020168_270,2016020168,270,15.0,13.0,Goal,Tip-In,-78.0,4.0,3,REGULAR,522,678,2016-11-06 02:21:13,2,2,"Alex Ovechkin (7) Tip-In, assists: Brooks Orpik (3), Nate Schmidt (3)",78.0,-4.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9246,2016020423_67,2016020423,67,15.0,23.0,Goal,Wrist Shot,-70.0,-23.0,1,REGULAR,826,374,2016-12-11 22:31:41,0,1,"Alex Ovechkin (13) Wrist Shot, assists: John Carlson (11), Nicklas Backstrom (17)",70.0,23.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9247,2016020566_334,2016020566,334,15.0,10.0,Goal,Snap Shot,79.0,13.0,4,OVERTIME,22,278,2017-01-04 02:45:21,5,6,"Alex Ovechkin (18) Snap Shot, assists: John Carlson (16), Evgeny Kuznetsov (19)",79.0,13.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9248,2016020291_69,2016020291,69,15.0,19.0,Goal,Snap Shot,-62.0,-18.0,1,REGULAR,1048,152,2016-11-24 00:38:22,0,1,"Alex Ovechkin (10) Snap Shot, assists: Evgeny Kuznetsov (6), Nicklas Backstrom (13)",62.0,18.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9249,2016020291_151,2016020291,151,15.0,19.0,Goal,Slap Shot,62.0,27.0,2,REGULAR,612,588,2016-11-24 01:21:42,0,2,"Alex Ovechkin (11) Slap Shot, assists: John Carlson (8), Andre Burakovsky (6)",62.0,27.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9250,2016020291_226,2016020291,226,15.0,19.0,Goal,Wrist Shot,-60.0,-19.0,3,REGULAR,413,787,2016-11-24 02:13:16,1,4,"Alex Ovechkin (12) Wrist Shot, assists: none",60.0,19.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9251,2016020456_129,2016020456,129,15.0,12.0,Goal,Wrist Shot,-44.0,-11.0,2,REGULAR,385,815,2016-12-17 01:37:15,1,1,"Alex Ovechkin (14) Wrist Shot, assists: Nicklas Backstrom (18), John Carlson (13)",44.0,11.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9252,2017020401_221,2017020401,221,15.0,29.0,Goal,Snap Shot,66.0,21.0,2,REGULAR,1162,38,2017-12-03 01:39:11,2,3,"Alex Ovechkin (19) Snap Shot, assists: John Carlson (17), Nicklas Backstrom (17)",66.0,21.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9253,2017021244_132,2017021244,132,15.0,18.0,Goal,Snap Shot,58.0,22.0,2,REGULAR,269,931,2018-04-06 00:16:37,1,1,"Alex Ovechkin (47) Snap Shot, assists: Evgeny Kuznetsov (55), John Carlson (52)",58.0,22.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9254,2017020201_76,2017020201,76,15.0,6.0,Goal,Slap Shot,-54.0,-5.0,1,REGULAR,786,414,2017-11-04 23:36:04,2,0,"Alex Ovechkin (11) Slap Shot, assists: Evgeny Kuznetsov (13), Dmitry Orlov (2)",54.0,5.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9255,2015020614_101,2015020614,101,15.0,3.0,Goal,Wrist Shot,82.0,9.0,1,REGULAR,1185,15,2016-01-09 18:43:58,1,0,"Alex Ovechkin (23) Wrist Shot, assists: none",82.0,9.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9256,2015020614_329,2015020614,329,15.0,3.0,Goal,Wrist Shot,-73.0,1.0,4,OVERTIME,85,215,2016-01-09 20:41:58,4,3,"Alex Ovechkin (24) Wrist Shot, assists: Nate Schmidt (8)",73.0,-1.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9257,2017020721_214,2017020721,214,15.0,4.0,Goal,Slap Shot,55.0,25.0,2,REGULAR,1184,16,2018-01-21 19:08:04,1,1,"Alex Ovechkin (29) Slap Shot, assists: John Carlson (31), T.J. Oshie (18)",55.0,25.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9258,2015020917_217,2015020917,217,15.0,30.0,Goal,Slap Shot,-67.0,-29.0,3,REGULAR,275,925,2016-02-27 02:02:01,2,2,"Alex Ovechkin (40) Slap Shot, assists: Matt Niskanen (22), Nicklas Backstrom (39)",67.0,29.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9259,2017020644_247,2017020644,247,15.0,19.0,Goal,Slap Shot,-61.0,-25.0,3,REGULAR,480,720,2018-01-07 22:10:56,2,2,"Alex Ovechkin (27) Slap Shot, assists: John Carlson (29), Nicklas Backstrom (26)",61.0,25.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9260,2017020605_293,2017020605,293,15.0,12.0,Goal,Backhand,81.0,-2.0,3,REGULAR,765,435,2018-01-03 02:18:42,4,4,"Alex Ovechkin (25) Backhand, assists: Nicklas Backstrom (24)",81.0,-2.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9261,2017020605_344,2017020605,344,15.0,12.0,Goal,Snap Shot,-65.0,12.0,4,OVERTIME,117,183,2018-01-03 02:36:03,5,4,"Alex Ovechkin (26) Snap Shot, assists: Nicklas Backstrom (25)",65.0,-12.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9262,2015020625_217,2015020625,217,15.0,9.0,Goal,Wrist Shot,57.0,19.0,2,REGULAR,979,221,2016-01-11 01:41:28,1,5,"Alex Ovechkin (25) Wrist Shot, assists: Jason Chimera (12), Andre Burakovsky (8)",57.0,19.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9263,2015020625_279,2015020625,279,15.0,9.0,Goal,Wrist Shot,-76.0,-1.0,3,REGULAR,586,614,2016-01-11 02:22:25,1,7,"Alex Ovechkin (26) Wrist Shot, assists: Nicklas Backstrom (28), T.J. Oshie (12)",76.0,1.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9264,2015021150_262,2015021150,262,15.0,4.0,Goal,Snap Shot,60.0,27.0,3,REGULAR,88,1112,2016-03-31 02:03:34,1,0,"Alex Ovechkin (44) Snap Shot, assists: Evgeny Kuznetsov (54), Justin Williams (29)",60.0,27.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9265,2015020497_179,2015020497,179,15.0,3.0,Goal,Snap Shot,-74.0,-21.0,2,REGULAR,663,537,2015-12-21 01:31:51,4,3,"Alex Ovechkin (17) Snap Shot, assists: Marcus Johansson (11), Nicklas Backstrom (20)",74.0,21.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9266,2015020601_89,2015020601,89,15.0,2.0,Goal,Wrist Shot,65.0,-19.0,1,REGULAR,945,255,2016-01-08 00:33:48,2,0,"Alex Ovechkin (22) Wrist Shot, assists: Karl Alzner (10)",-65.0,19.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9267,2016020622_8,2016020622,8,15.0,5.0,Goal,Wrist Shot,-67.0,17.0,1,REGULAR,35,1165,2017-01-12 01:11:48,0,1,"Alex Ovechkin (20) Wrist Shot, assists: Nicklas Backstrom (25), T.J. Oshie (8)",67.0,-17.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9268,2016020622_162,2016020622,162,15.0,5.0,Goal,Slap Shot,61.0,24.0,2,REGULAR,486,714,2017-01-12 02:21:05,0,2,"Alex Ovechkin (21) Slap Shot, assists: John Carlson (18), Nicklas Backstrom (26)",61.0,24.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9269,2016021133_111,2016021133,111,15.0,30.0,Goal,Wrist Shot,-76.0,-27.0,2,REGULAR,451,749,2017-03-29 01:19:12,2,1,"Alex Ovechkin (31) Wrist Shot, assists: Marcus Johansson (27), Nicklas Backstrom (59)",76.0,27.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9270,2016021133_129,2016021133,129,15.0,30.0,Goal,Slap Shot,-60.0,-29.0,2,REGULAR,748,452,2017-03-29 01:28:58,3,1,"Alex Ovechkin (32) Slap Shot, assists: Kevin Shattenkirk (40), Marcus Johansson (28)",60.0,29.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9271,2016021133_218,2016021133,218,15.0,30.0,Goal,Wrist Shot,55.0,17.0,3,REGULAR,749,451,2017-03-29 02:23:11,4,2,"Alex Ovechkin (33) Wrist Shot, assists: Nicklas Backstrom (60), Marcus Johansson (29)",55.0,17.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9272,2017020569_211,2017020569,211,15.0,6.0,Goal,Slap Shot,66.0,27.0,2,REGULAR,847,353,2017-12-29 02:07:03,2,2,"Alex Ovechkin (24) Slap Shot, assists: John Carlson (25), Evgeny Kuznetsov (27)",66.0,27.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9273,2017020569_387,2017020569,387,15.0,6.0,Goal,Wrist Shot,-82.0,5.0,5,SHOOTOUT,0,300,2017-12-29 03:25:39,3,3,Alex Ovechkin - Wrist Shot,-82.0,5.0,,8471214,Alex,Ovechkin,LW,1985-09-17
9274,2016020549_179,2016020549,179,15.0,1.0,Goal,Wrist Shot,81.0,9.0,2,REGULAR,698,502,2016-12-31 19:34:12,4,1,"Alex Ovechkin (17) Wrist Shot, assists: Matt Niskanen (14), T.J. Oshie (6)",81.0,9.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9275,2015020813_105,2015020813,105,15.0,30.0,Goal,Wrist Shot,-67.0,-12.0,2,REGULAR,134,1066,2016-02-12 02:06:02,1,0,"Alex Ovechkin (32) Wrist Shot, assists: T.J. Oshie (17), Nicklas Backstrom (33)",67.0,12.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9276,2015020813_127,2015020813,127,15.0,30.0,Goal,Wrist Shot,-84.0,-3.0,2,REGULAR,321,879,2016-02-12 02:11:51,2,0,"Alex Ovechkin (33) Wrist Shot, assists: John Carlson (23), Nicklas Backstrom (34)",84.0,3.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9277,2015020813_193,2015020813,193,15.0,30.0,Goal,Wrist Shot,-78.0,4.0,2,REGULAR,895,305,2016-02-12 02:35:44,3,1,"Alex Ovechkin (34) Wrist Shot, assists: Nicklas Backstrom (35)",78.0,-4.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9278,2017020427_99,2017020427,99,15.0,16.0,Goal,Wrist Shot,-76.0,5.0,1,REGULAR,922,278,2017-12-07 01:41:55,0,3,"Alex Ovechkin (21) Wrist Shot, assists: Tom Wilson (9), Dmitry Orlov (7)",76.0,-5.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9279,2015020087_122,2015020087,122,15.0,20.0,Goal,Backhand,-87.0,-4.0,2,REGULAR,30,1170,2015-10-21 02:11:31,2,1,"Alex Ovechkin (4) Backhand, assists: Brooks Orpik (1), Evgeny Kuznetsov (4)",87.0,4.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9280,2016020096_227,2016020096,227,15.0,22.0,Goal,Wrist Shot,-81.0,-2.0,3,REGULAR,9,1191,2016-10-27 03:28:50,1,2,"Alex Ovechkin (4) Wrist Shot, assists: Matt Niskanen (4), Andre Burakovsky (1)",81.0,2.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9281,2017020964_39,2017020964,39,15.0,29.0,Goal,Slap Shot,-46.0,-23.0,1,REGULAR,417,783,2018-02-27 00:21:27,1,1,"Alex Ovechkin (39) Slap Shot, assists: John Carlson (39), T.J. Oshie (22)",46.0,23.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9282,2017021005_39,2017021005,39,15.0,10.0,Goal,Wrist Shot,77.0,4.0,1,REGULAR,379,821,2018-03-04 01:31:05,1,2,"Alex Ovechkin (40) Wrist Shot, assists: Tom Wilson (18), Nicklas Backstrom (33)",-77.0,-4.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9283,2015020775_291,2015020775,291,15.0,1.0,Goal,Backhand,-82.0,-8.0,5,SHOOTOUT,0,300,2016-02-06 20:41:19,2,2,Alex Ovechkin - Backhand,-82.0,-8.0,,8471214,Alex,Ovechkin,LW,1985-09-17
9284,2016020243_337,2016020243,337,15.0,5.0,Goal,Wrist Shot,-81.0,3.0,3,REGULAR,626,574,2016-11-17 03:05:43,0,6,"Alex Ovechkin (8) Wrist Shot, assists: Andre Burakovsky (5)",81.0,-3.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9285,2015020174_67,2015020174,67,15.0,3.0,Goal,Snap Shot,81.0,8.0,1,REGULAR,945,255,2015-11-04 00:31:44,1,1,"Alex Ovechkin (6) Snap Shot, assists: Nate Schmidt (1)",81.0,8.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9286,2017020220_177,2017020220,177,15.0,53.0,Goal,Slap Shot,61.0,27.0,2,REGULAR,863,337,2017-11-07 01:31:16,2,2,"Alex Ovechkin (12) Slap Shot, assists: John Carlson (10), Evgeny Kuznetsov (14)",61.0,27.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9287,2017021123_191,2017021123,191,15.0,25.0,Goal,Slap Shot,48.0,22.0,2,REGULAR,821,379,2018-03-21 00:33:19,2,3,"Alex Ovechkin (44) Slap Shot, assists: John Carlson (46), T.J. Oshie (25)",48.0,22.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9288,2015021226_27,2015021226,27,15.0,19.0,Goal,Wrist Shot,-82.0,-14.0,1,REGULAR,244,956,2016-04-10 00:15:04,1,1,"Alex Ovechkin (48) Wrist Shot, assists: John Carlson (31), Nicklas Backstrom (48)",82.0,14.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9289,2015021226_40,2015021226,40,15.0,19.0,Goal,Wrist Shot,-65.0,1.0,1,REGULAR,409,791,2016-04-10 00:20:57,2,1,"Alex Ovechkin (49) Wrist Shot, assists: Nicklas Backstrom (49)",65.0,-1.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9290,2015021226_245,2015021226,245,15.0,19.0,Goal,Slap Shot,-83.0,-16.0,3,REGULAR,635,565,2016-04-10 02:16:18,5,1,"Alex Ovechkin (50) Slap Shot, assists: Nicklas Backstrom (50), T.J. Oshie (25)",83.0,16.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9291,2017020752_147,2017020752,147,15.0,13.0,Goal,Tip-In,-74.0,-13.0,2,REGULAR,471,729,2018-01-26 01:47:32,2,2,"Alex Ovechkin (30) Tip-In, assists: Brooks Orpik (8), Madison Bowey (11)",74.0,13.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9292,2017020913_106,2017020913,106,15.0,7.0,Goal,Deflected,82.0,5.0,2,REGULAR,78,1122,2018-02-19 21:04:53,1,0,"Alex Ovechkin (35) Deflected, assists: Christian Djoos (11), John Carlson (36)",82.0,5.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9293,2015021092_77,2015021092,77,15.0,9.0,Goal,Snap Shot,-77.0,-8.0,1,REGULAR,742,458,2016-03-23 00:02:59,2,0,"Alex Ovechkin (43) Snap Shot, assists: Marcus Johansson (24), Nicklas Backstrom (46)",77.0,8.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
9294,2016020697_240,2016020697,240,15.0,25.0,Goal,Slap Shot,57.0,29.0,3,REGULAR,198,1002,2017-01-22 03:14:50,2,3,"Alex Ovechkin (22) Slap Shot, assists: Matt Niskanen (19), Nicklas Backstrom (32)",57.0,29.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9295,2015020423_292,2015020423,292,15.0,13.0,Goal,Slap Shot,69.0,22.0,3,REGULAR,1072,128,2015-12-11 03:21:37,1,3,"Alex Ovechkin (14) Slap Shot, assists: John Carlson (16), Nicklas Backstrom (15)",69.0,22.0,left,8471214,Alex,Ovechkin,LW,1985-09-17
9296,2017021262_20,2017021262,20,15.0,1.0,Goal,Slap Shot,-71.0,-23.0,1,REGULAR,141,1059,2018-04-07 23:13:32,0,1,"Alex Ovechkin (48) Slap Shot, assists: Evgeny Kuznetsov (56), Tom Wilson (21)",71.0,23.0,right,8471214,Alex,Ovechkin,LW,1985-09-17
